  0.7387113E+00  0.6972442E+00  0.3486607E-20
  0.7387113E+00 -0.6972442E+00  0.3486607E-20
  0.9999984E+00  0.0000000E+00  0.3590818E-03
  0.9166918E+00  0.0000000E+00  0.1645487E-09
  0.6200448E+00 -0.6033782E+00  0.8746602E-10
  0.6200448E+00  0.6033782E+00  0.8746602E-10
  0.7175816E+00 -0.4711479E+00  0.4245704E-08
  0.7175816E+00  0.4711479E+00  0.4245704E-08
  0.7545187E+00 -0.4009552E+00  0.3154580E-07
  0.7545187E+00  0.4009552E+00  0.3154580E-07
  0.6600279E+00 -0.5423735E+00  0.1647272E-08
  0.6600279E+00  0.5423735E+00  0.1647272E-08
  0.5599049E+00 -0.6365458E+00  0.6120145E-09
  0.5599049E+00  0.6365458E+00  0.6120145E-09
  0.7793347E+00  0.3258343E+00  0.4489974E-06
  0.7793347E+00 -0.3258343E+00  0.4489974E-06
  0.6472357E+00 -0.5230417E+00  0.7507346E-07
  0.6472357E+00  0.5230417E+00  0.7507346E-07
  0.7907529E+00  0.2490089E+00  0.1663226E-04
  0.7907529E+00 -0.2490089E+00  0.1663226E-04
  0.8245210E+00  0.7301827E-01  0.2247967E-03
  0.8245210E+00 -0.7301827E-01  0.2247967E-03
  0.4950388E+00 -0.6600084E+00  0.1136082E-07
  0.4950388E+00  0.6600084E+00  0.1136082E-07
  0.7999177E+00  0.1799227E+00  0.8227976E-03
  0.7999177E+00 -0.1799227E+00  0.8227976E-03
  0.8011190E+00  0.1716679E+00  0.7770981E-03
  0.8011190E+00 -0.1716679E+00  0.7770981E-03
  0.8048818E+00  0.1186947E+00  0.4908374E-03
  0.8048818E+00 -0.1186947E+00  0.4908374E-03
  0.7816420E+00  0.1991749E+00  0.4769476E-03
  0.7816420E+00 -0.1991749E+00  0.4769476E-03
  0.7935531E+00  0.1320934E+00  0.5446609E-03
  0.7935531E+00 -0.1320934E+00  0.5446609E-03
  0.7657135E+00  0.2355437E+00  0.6325670E-03
  0.7657135E+00 -0.2355437E+00  0.6325670E-03
  0.4308600E+00 -0.6739742E+00  0.3366024E-06
  0.4308600E+00  0.6739742E+00  0.3366024E-06
  0.7975725E+00  0.0000000E+00  0.4952543E-03
  0.7923019E+00  0.7542252E-01  0.5008149E-03
  0.7923019E+00 -0.7542252E-01  0.5008149E-03
  0.7941879E+00  0.3204657E-01  0.4863007E-03
  0.7941879E+00 -0.3204657E-01  0.4863007E-03
  0.7468026E+00 -0.2708378E+00  0.6081613E-03
  0.7468026E+00  0.2708378E+00  0.6081613E-03
  0.7329457E+00 -0.3008370E+00  0.6012333E-03
  0.7329457E+00  0.3008370E+00  0.6012333E-03
