  0.1067187E-03  0.0000000E+00
  0.1401560E-15  0.0000000E+00
  0.1121248E-15  0.0000000E+00
  0.1121248E-15  0.0000000E+00
  0.8409360E-16  0.0000000E+00
 -0.5606240E-16  0.0000000E+00
 -0.8409360E-16  0.2193788E-15
 -0.8409360E-16 -0.2193788E-15
 -0.1261404E-15  0.0000000E+00
 -0.1401560E-15  0.0000000E+00
 -0.2943276E-15  0.5946315E-16
 -0.2943276E-15 -0.5946315E-16
 -0.2633466E-01  0.0000000E+00
 -0.1606790E+00  0.2145703E-01
 -0.1606790E+00 -0.2145703E-01
 -0.1881757E+00  0.1084176E+00
 -0.1881757E+00 -0.1084176E+00
 -0.1947865E+00  0.0000000E+00
 -0.1953475E+00 -0.1214817E+00
 -0.1953475E+00  0.1214817E+00
 -0.1983503E+00 -0.1487273E+00
 -0.1983503E+00  0.1487273E+00
 -0.1986655E+00 -0.2564320E+00
 -0.1986655E+00  0.2564320E+00
 -0.2001160E+00 -0.2070118E+00
 -0.2001160E+00  0.2070118E+00
 -0.2005766E+00 -0.1983237E+00
 -0.2005766E+00  0.1983237E+00
 -0.2020994E+00  0.6482073E-01
 -0.2020994E+00 -0.6482073E-01
 -0.2033038E+00 -0.2919573E+00
 -0.2033038E+00  0.2919573E+00
 -0.2035641E+00 -0.3022681E+00
 -0.2035641E+00  0.3022681E+00
 -0.2039847E+00 -0.3845149E+00
 -0.2039847E+00  0.3845149E+00
 -0.2121427E+00 -0.3562250E+00
 -0.2121427E+00  0.3562250E+00
 -0.2186569E+00  0.9099202E-01
 -0.2186569E+00 -0.9099202E-01
 -0.2265627E+00  0.0000000E+00
 -0.2287727E+00 -0.1661560E+00
 -0.2287727E+00  0.1661560E+00
 -0.2301966E+00  0.0000000E+00
 -0.2304416E+00  0.0000000E+00
 -0.2311607E+00  0.3089228E+00
 -0.2311607E+00 -0.3089228E+00
 -0.2352944E+00 -0.1980159E+00
 -0.2352944E+00  0.1980159E+00
 -0.2407864E+00  0.0000000E+00
 -0.2410129E+00  0.0000000E+00
 -0.2422042E+00  0.9437905E-01
 -0.2422042E+00 -0.9437905E-01
 -0.2506881E+00  0.7726050E-02
 -0.2506881E+00 -0.7726050E-02
 -0.2567941E+00  0.2373181E+00
 -0.2567941E+00 -0.2373181E+00
 -0.2578685E+00  0.0000000E+00
 -0.2589125E+00  0.0000000E+00
 -0.2590960E+00  0.0000000E+00
 -0.2596845E+00  0.1083383E+00
 -0.2596845E+00 -0.1083383E+00
 -0.2678757E+00  0.2086718E+00
 -0.2678757E+00 -0.2086718E+00
 -0.2685879E+00  0.0000000E+00
 -0.2713585E+00  0.3138344E+00
 -0.2713585E+00 -0.3138344E+00
 -0.2757544E+00  0.3626568E+00
 -0.2757544E+00 -0.3626568E+00
 -0.2758339E+00  0.3092632E+00
 -0.2758339E+00 -0.3092632E+00
 -0.2804970E+00  0.0000000E+00
 -0.2839746E+00  0.0000000E+00
 -0.2839967E+00  0.3830772E+00
 -0.2839967E+00 -0.3830772E+00
 -0.2925611E+00  0.3905554E+00
 -0.2925611E+00 -0.3905554E+00
 -0.2926739E+00  0.2822044E+00
 -0.2926739E+00 -0.2822044E+00
 -0.2944176E+00  0.4140887E-01
 -0.2944176E+00 -0.4140887E-01
 -0.2962934E+00  0.2933455E+00
 -0.2962934E+00 -0.2933455E+00
 -0.2989471E+00  0.2789461E+00
