10.14 0.72
10.24 0.71
10.04 0.73
10.37 0.70
10.56 0.69
10.75 0.67
10.98 0.66
11.14 0.65
11.33 0.64
11.57 0.63
12.31 0.59
11.80 0.62
11.95 0.61
12.59 0.58
12.83 0.57
13.00 0.56
13.33 0.55
13.67 0.53
14.05 0.52
14.38 0.51
14.67 0.50
15.11 0.49
15.37 0.48
15.86 0.46
16.29 0.45
16.72 0.44
17.15 0.43
17.63 0.42
18.11 0.41
18.58 0.40
19.06 0.39
19.62 0.38
20.03 0.37
20.49 0.36
21.07 0.35
21.73 0.34
22.40 0.33
23.07 0.32
23.74 0.31
24.41 0.30
25.12 0.29
25.93 0.28
26.89 0.27
27.94 0.26
28.99 0.25
29.83 0.25
31.09 0.24
32.14 0.23
33.19 0.22
34.24 0.22
35.29 0.21
36.34 0.21
37.39 0.20
38.44 0.20
39.49 0.19
40.54 0.19
41.59 0.18
42.64 0.18
43.69 0.18
44.74 0.17
45.79 0.17
46.84 0.17
47.89 0.16
48.94 0.16
49.99 0.16
51.04 0.16
52.20 0.15
53.13 0.15
54.20 0.15
55.25 0.15
56.30 0.15
57.35 0.14
58.40 0.14
59.45 0.14
60.50 0.14
61.55 0.14
62.60 0.14
63.65 0.14
64.70 0.14
65.75 0.13
66.80 0.13
67.85 0.13
68.90 0.13
69.95 0.13
71.00 0.13
72.05 0.13
73.10 0.13
73.97 0.13
75.08 0.13
76.25 0.13
77.30 0.13
78.35 0.13
79.40 0.13
80.45 0.13
81.50 0.13
82.55 0.12
83.60 0.12
84.65 0.12
85.70 0.12
86.75 0.12
87.80 0.12
88.85 0.12
89.89 0.12
90.64 0.12
