  0.1564950E-01  0.7565346E+00  0.2407361E-19 1
  0.1564950E-01 -0.7565346E+00  0.2407361E-19 1
 -0.8736263E-01  0.0000000E+00  0.7450878E-11 1
 -0.1346261E+00 -0.7794786E+00  0.2445376E-09 1
 -0.1346261E+00  0.7794786E+00  0.2445376E-09 1
 -0.1403995E+00 -0.6927459E+00  0.8273800E-09 1
 -0.1403995E+00  0.6927459E+00  0.8273800E-09 1
 -0.1410123E+00  0.5888577E+00  0.2405228E-08 1
 -0.1410123E+00 -0.5888577E+00  0.2405228E-08 1
 -0.1469370E+00  0.4958181E+00  0.9836072E-08 1
 -0.1469370E+00 -0.4958181E+00  0.9836072E-08 1
 -0.1546020E+00 -0.8592537E+00  0.2515424E-08 1
 -0.1546020E+00  0.8592537E+00  0.2515424E-08 1
 -0.1598288E+00  0.4031096E+00  0.7152114E-07 1
 -0.1598288E+00 -0.4031096E+00  0.7152114E-07 1
 -0.1802212E+00  0.3115625E+00  0.1765895E-05 0
 -0.1802212E+00 -0.3115625E+00  0.1765895E-05 0
 -0.1813378E+00  0.9374868E+00  0.4857791E-07 1
 -0.1813378E+00 -0.9374868E+00  0.4857791E-07 1
 -0.1844685E+00  0.6843859E+00  0.4098824E-06 1
 -0.1844685E+00 -0.6843859E+00  0.4098824E-06 1
 -0.1873473E+00  0.9464470E-01  0.1428920E-04 0
 -0.1873473E+00 -0.9464470E-01  0.1428920E-04 0
 -0.2016850E+00  0.6380609E+00  0.2366281E-03 0
 -0.2016850E+00 -0.6380609E+00  0.2366281E-03 0
 -0.2056285E+00  0.1533700E+00  0.1331218E-04 0
 -0.2056285E+00 -0.1533700E+00  0.1331218E-04 0
 -0.2058961E+00  0.2304060E+00  0.1630264E-04 0
 -0.2058961E+00 -0.2304060E+00  0.1630264E-04 0
 -0.2114436E+00  0.9978421E+00  0.2416464E-03 0
 -0.2114436E+00 -0.9978421E+00  0.2416464E-03 0
 -0.2119840E+00  0.1012860E+01  0.2792530E-05 0
 -0.2119840E+00 -0.1012860E+01  0.2792530E-05 0
 -0.2154241E+00  0.4200755E+00  0.2254808E-03 0
 -0.2154241E+00 -0.4200755E+00  0.2254808E-03 0
 -0.2156817E+00  0.7832754E+00  0.2581488E-03 0
 -0.2156817E+00 -0.7832754E+00  0.2581488E-03 0
 -0.2171097E+00  0.8900902E+00  0.3312505E-03 0
 -0.2171097E+00 -0.8900902E+00  0.3312505E-03 0
 -0.2211655E+00  0.3204144E+00  0.2670324E-03 0
 -0.2211655E+00 -0.3204144E+00  0.2670324E-03 0
 -0.2233936E+00  0.3014941E+00  0.2497129E-03 0
 -0.2233936E+00 -0.3014941E+00  0.2497129E-03 0
 -0.2236647E+00  0.5258448E+00  0.2032288E-03 0
 -0.2236647E+00 -0.5258448E+00  0.2032288E-03 0
 -0.2351756E+00  0.3805247E+00  0.1626263E-03 0
 -0.2351756E+00 -0.3805247E+00  0.1626263E-03 0
 -0.2362426E+00  0.2392049E+00  0.1119159E-03 0
 -0.2362426E+00 -0.2392049E+00  0.1119159E-03 0
 -0.2371659E+00  0.5320397E+00  0.1793557E-03 0
 -0.2371659E+00 -0.5320397E+00  0.1793557E-03 0
 -0.2396736E+00  0.4577745E+00  0.1525216E-03 0
 -0.2396736E+00 -0.4577745E+00  0.1525216E-03 0
 -0.2417865E+00  0.1770124E+00  0.1283675E-03 0
 -0.2417865E+00 -0.1770124E+00  0.1283675E-03 0
 -0.2494034E+00  0.6058006E+00  0.1104725E-03 0
 -0.2494034E+00 -0.6058006E+00  0.1104725E-03 0
 -0.2508146E+00  0.1191666E+00  0.1581720E-03 0
 -0.2508146E+00 -0.1191666E+00  0.1581720E-03 0
 -0.2517894E+00  0.1081232E+01  0.8203712E-05 0
 -0.2517894E+00 -0.1081232E+01  0.8203712E-05 0
 -0.2557761E+00  0.6866110E+00  0.7609417E-04 0
 -0.2557761E+00 -0.6866110E+00  0.7609417E-04 0
 -0.2605337E+00  0.1212567E+01  0.5373836E-04 0
 -0.2605337E+00 -0.1212567E+01  0.5373836E-04 0
 -0.2648201E+00  0.7636258E+00  0.7892388E-04 0
 -0.2648201E+00 -0.7636258E+00  0.7892388E-04 0
 -0.2654951E+00  0.1121653E+01  0.2639305E-04 0
 -0.2654951E+00 -0.1121653E+01  0.2639305E-04 0
 -0.2663195E+00  0.6431079E-01  0.1691409E-03 0
 -0.2663195E+00 -0.6431079E-01  0.1691409E-03 0
 -0.2716225E+00 -0.1313871E+01  0.2563399E-04 0
 -0.2716225E+00  0.1313871E+01  0.2563399E-04 0
 -0.2760737E+00  0.1196036E+01  0.9991960E-04 0
 -0.2760737E+00 -0.1196036E+01  0.9991960E-04 0
 -0.2780036E+00  0.8416419E+00  0.7663603E-04 0
 -0.2780036E+00 -0.8416419E+00  0.7663603E-04 0
 -0.2794983E+00 -0.1346696E+01  0.8358748E-04 0
 -0.2794983E+00  0.1346696E+01  0.8358748E-04 0
 -0.2803391E+00  0.1139985E+01  0.5069687E-04 0
 -0.2803391E+00 -0.1139985E+01  0.5069687E-04 0
