  0.1564950E-01  0.7565346E+00
  0.1564950E-01 -0.7565346E+00
 -0.8736263E-01  0.0000000E+00
 -0.1346262E+00  0.7794785E+00
 -0.1346262E+00 -0.7794785E+00
 -0.1404000E+00  0.6927460E+00
 -0.1404000E+00 -0.6927460E+00
 -0.1410121E+00  0.5888576E+00
 -0.1410121E+00 -0.5888576E+00
 -0.1469370E+00  0.4958176E+00
 -0.1469370E+00 -0.4958176E+00
 -0.1546017E+00  0.8592538E+00
 -0.1546017E+00 -0.8592538E+00
 -0.1598310E+00  0.4031077E+00
 -0.1598310E+00 -0.4031077E+00
 -0.1813413E+00  0.9374862E+00
 -0.1813413E+00 -0.9374862E+00
 -0.1843498E+00  0.6845969E+00
 -0.1843498E+00 -0.6845969E+00
