  0.7386891E+00  0.6972319E+00  0.1797794E-18
  0.7386891E+00 -0.6972319E+00  0.1797794E-18
  0.9999624E+00  0.0000000E+00  0.3702148E-02
  0.9163447E+00  0.0000000E+00  0.4101696E-10
  0.6216892E+00  0.6143720E+00  0.2984509E-09
  0.6216892E+00 -0.6143720E+00  0.2984509E-09
  0.6686995E+00  0.5549959E+00  0.1045154E-08
  0.6686995E+00 -0.5549959E+00  0.1045154E-08
  0.7222059E+00  0.4823630E+00  0.3062563E-08
  0.7222059E+00 -0.4823630E+00  0.3062563E-08
  0.7593840E+00  0.4107388E+00  0.1347205E-07
  0.7593840E+00 -0.4107388E+00  0.1347205E-07
  0.5594643E+00  0.6488692E+00  0.2999762E-08
  0.5594643E+00 -0.6488692E+00  0.2999762E-08
  0.7839738E+00  0.3343345E+00  0.1062939E-06
  0.7839738E+00 -0.3343345E+00  0.1062939E-06
  0.7948397E+00  0.2559682E+00  0.2801816E-05
  0.7948397E+00 -0.2559682E+00  0.2801816E-05
  0.4936638E+00  0.6723862E+00  0.5989759E-07
  0.4936638E+00 -0.6723862E+00  0.5989759E-07
  0.6442537E+00  0.5258996E+00  0.5137679E-06
  0.6442537E+00 -0.5258996E+00  0.5137679E-06
  0.8253991E+00  0.7834248E-01  0.2455698E-04
  0.8253991E+00 -0.7834248E-01  0.2455698E-04
  0.6529335E+00  0.4874829E+00  0.3314362E-03
  0.6529335E+00 -0.4874829E+00  0.3314362E-03
  0.8045159E+00  0.1242573E+00  0.1941712E-04
  0.8045159E+00 -0.1242573E+00  0.1941712E-04
  0.7923225E+00  0.1858923E+00  0.2674168E-04
  0.7923225E+00 -0.1858923E+00  0.2674168E-04
  0.4368499E+00  0.6823843E+00  0.2164481E-03
  0.4368499E+00 -0.6823843E+00  0.2164481E-03
  0.4285378E+00  0.6863101E+00  0.4600897E-05
  0.4285378E+00 -0.6863101E+00  0.4600897E-05
  0.7349202E+00  0.3265554E+00  0.3322691E-03
  0.7349202E+00 -0.3265554E+00  0.3322691E-03
  0.5686190E+00  0.5681942E+00  0.3756557E-03
  0.5686190E+00 -0.5681942E+00  0.3756557E-03
  0.5034578E+00  0.6258965E+00  0.4012070E-03
  0.5034578E+00 -0.6258965E+00  0.4012070E-03
  0.7619773E+00  0.2509842E+00  0.4169977E-03
  0.7619773E+00 -0.2509842E+00  0.4169977E-03
  0.7651539E+00  0.2331648E+00  0.2996717E-03
  0.7651539E+00 -0.2331648E+00  0.2996717E-03
  0.6902714E+00  0.4028326E+00  0.2912547E-03
  0.6902714E+00 -0.4028326E+00  0.2912547E-03
  0.7710986E+00  0.1833325E+00  0.1374684E-03
  0.7710986E+00 -0.1833325E+00  0.1374684E-03
  0.7336571E+00  0.2900073E+00  0.2429923E-03
  0.7336571E+00 -0.2900073E+00  0.2429923E-03
  0.7760528E+00  0.1345650E+00  0.1246787E-03
  0.7760528E+00 -0.1345650E+00  0.1246787E-03
  0.7036001E+00  0.3420127E+00  0.2747606E-03
  0.7036001E+00 -0.3420127E+00  0.2747606E-03
  0.7746365E+00  0.8596733E-01  0.1177799E-03
  0.7746365E+00 -0.8596733E-01  0.1177799E-03
  0.3669269E+00  0.6864040E+00  0.1004604E-04
  0.3669269E+00 -0.6864040E+00  0.1004604E-04
  0.6729809E+00  0.3865226E+00  0.3082108E-03
  0.6729809E+00 -0.3865226E+00  0.3082108E-03
  0.7704755E+00  0.4184820E-01  0.9970827E-04
  0.7704755E+00 -0.4184820E-01  0.9970827E-04
  0.2686874E+00  0.7213671E+00  0.4391756E-04
  0.2686874E+00 -0.7213671E+00  0.4391756E-04
  0.7689319E+00  0.0000000E+00  0.1015887E-03
  0.3356831E+00  0.6899364E+00  0.3083685E-04
  0.3356831E+00 -0.6899364E+00  0.3083685E-04
  0.6320072E+00  0.4246974E+00  0.2869099E-03
  0.6320072E+00 -0.4246974E+00  0.2869099E-03
  0.1936420E+00  0.7363198E+00  0.2676244E-04
  0.1936420E+00 -0.7363198E+00  0.2676244E-04
  0.3217064E+00  0.6897634E+00  0.4626992E-04
  0.3217064E+00 -0.6897634E+00  0.4626992E-04
  0.5693062E+00  0.5012995E+00  0.1527119E-03
  0.5693062E+00 -0.5012995E+00  0.1527119E-03
  0.5280728E+00  0.5441798E+00  0.1148470E-03
  0.5280728E+00 -0.5441798E+00  0.1148470E-03
  0.2814749E+00  0.7032044E+00  0.7999118E-04
  0.2814749E+00 -0.7032044E+00  0.7999118E-04
  0.2446634E+00  0.7160782E+00  0.8850547E-04
  0.2446634E+00 -0.7160782E+00  0.8850547E-04
  0.6010895E+00  0.4582898E+00  0.2582036E-03
  0.6010895E+00 -0.4582898E+00  0.2582036E-03
  0.4820214E+00  0.5820175E+00  0.8258180E-04
  0.4820214E+00 -0.5820175E+00  0.8258180E-04
  0.3835123E+00  0.6506754E+00  0.4671929E-04
  0.3835123E+00 -0.6506754E+00  0.4671929E-04
  0.1189558E+00  0.7448318E+00  0.1808867E-04
  0.1189558E+00 -0.7448318E+00  0.1808867E-04
  0.4327597E+00  0.6168364E+00  0.5937803E-04
  0.4327597E+00 -0.6168364E+00  0.5937803E-04
  0.1638945E+00  0.7335079E+00  0.7573853E-04
  0.1638945E+00 -0.7335079E+00  0.7573853E-04
  0.2113211E+00  0.7199299E+00  0.6484444E-04
  0.2113211E+00 -0.7199299E+00  0.6484444E-04
  0.7195530E-01  0.7466124E+00  0.8339866E-04
  0.7195530E-01 -0.7466124E+00  0.8339866E-04
  0.1467744E+00  0.7332466E+00  0.6264605E-04
  0.1467744E+00 -0.7332466E+00  0.6264605E-04
  0.4423263E-01  0.7449992E+00  0.1566958E-04
